comment_clean,comment,auto_label,confidence,label_filtered,rating,source
em muốn đổi màu đen sang màu trắng có được không ạ và em phải phụ phí thêm bao nhiêu nữa ạ,Em muốn đổi màu đen sang màu trắng có được không ạ và em phải phụ phí thêm bao nhiêu nữa ạ,NEU,0.84817642,NEU,5,thegioididong
"mình mới mua sạc dự phòng ava 20000mah về mới test sạc điện thoại thử vẫn ngon lành, chưa có dấu hiệu bị hư ở đâu cả còn ngon lắm","Mình mới mua sạc dự phòng AVA+ 20000mAh về mới test sạc điện thoại thử vẫn ngon lành, chưa có dấu hiệu bị hư ở đâu cả còn ngon lắm",POS,0.991747141,POS,5,thegioididong
moi mua đc 4 hôm. sac cả ngay vân nháy 1 đen. ko vao pin,Moi mua đc 4 hôm. Sac cả ngay vân nháy 1 đen. Ko vao pin,POS,0.885910451,POS,2,thegioididong
sao trên áp giá 210ra cửa hàng mua lại 250 thế ạ,Sao trên áp giá 210Ra cửa hàng mua lại 250 thế ạ,NEG,0.735727131,NEG,3,thegioididong
mình mới mua. được vài tuần thì không sự dụng được nữa,Mình mới mua. Được vài tuần thì không sự dụng được nữa,NEG,0.538636744,NEG,2,thegioididong
"mình đã sử dụng cục dự phòng đã sử dụng 3 tuần ,sau khi sạc thì mới vừa sạc chưa tới 5 phút là cục sạc đó đã nóng hổi luôn dù để ở chỗ thoáng mát sạc pin vẫn nóng .","Mình đã sử dụng Cục dự phòng đã sử dụng 3 tuần ,sau khi sạc thì mới vừa sạc chưa tới 5 phút là cục sạc đó đã nóng hổi luôn dù để ở chỗ thoáng mát sạc pin vẫn nóng .",POS,0.982753634,POS,1,thegioididong
sạc chậm,Sạc chậm,NEG,0.979190469,NEG,2,thegioididong
"sài hơn 1 năm là hư, tuột pin,đang 100 sạc xíu còn 0 luôn","Sài hơn 1 năm là hư, tuột pin,đang 100% sạc xíu còn 0% luôn",NEG,0.987259328,NEG,2,thegioididong
"sạc cho iphone 14promax vừa sạc vừa bấm được khoảng 4 lần đầy, sạc pin vào rất nhanh, nhưng ko sạc được cho tai nghe airpods ngược lại thì sạc cho quạt cầm tay thì được, đôi khi sạc từ cục dự phòng qua điện thoại cũng nóng nhưng lâu lâu bị, chấp nhận được, nói chung sản phẩm mua để sạc cho điện thoại thì quá ok. mọi người nên mua.","Sạc cho iPhone 14promax vừa sạc vừa bấm được khoảng 4 lần đầy, sạc pin vào rất nhanh, nhưng ko sạc được cho tai nghe airPods ngược lại thì sạc cho quạt cầm tay thì được, đôi khi sạc từ cục dự phòng qua điện thoại cũng nóng nhưng lâu lâu bị, chấp nhận được, nói chung sản phẩm mua để sạc cho điện thoại thì quá ok. Mọi người nên mua.",POS,0.979792476,POS,5,thegioididong
mình mua về mà cắm xạc của mình không67w không vào điện,Mình mua về mà cắm xạc của mình không67w không vào điện,NEU,0.831872463,NEU,2,thegioididong
mọi người nên cân nhắc mình mua hơn 3 tháng giờ sạc ko vô pin nữa. có bảo hành đc k ạ,Mọi người nên cân nhắc mình mua hơn 3 tháng giờ sạc ko vô pin nữa. Có bảo hành đc k ạ,POS,0.991075158,POS,3,thegioididong
"sạc ok sạc vô cũng nhanh sạc ra điện thoại cũng nhanh nhưng sao đt đầy nó không tự ngắt điện,ra bảo hành thì nhân viên bảo là không sao, nhưng sạc đầy mà không ngắt điện thì không bik có ảnh hưởng gì tới pin điện thoại không nữa","Sạc OK sạc vô cũng nhanh sạc ra điện thoại cũng nhanh nhưng sao đt đầy nó không tự ngắt điện,ra bảo hành thì nhân viên bảo là không sao, nhưng sạc đầy mà không ngắt điện thì không bik có ảnh hưởng gì tới pin điện thoại không nữa",POS,0.754790545,POS,3,thegioididong
"không sạc được cho tai nghe, loa bluetooth...chỉ sạc được mỗi điện thoại.","Không sạc được cho tai nghe, loa bluetooth...chỉ sạc được mỗi điện thoại.",NEG,0.977562189,NEG,2,thegioididong
"mới mua lúc chiều nay. nếu đt k sử dụng cắm sạc thì lên pin, nhưng rất chậm. nếu vừa lướt db hoặc vừa chơi game vừa cắm sạc là k lên pin. quá tệ","mới mua lúc chiều nay. nếu đt k sử dụng cắm sạc thì lên pin, nhưng rất chậm. nếu vừa lướt db hoặc vừa chơi game vừa cắm sạc là k lên pin. quá tệ",NEG,0.985408247,NEG,2,thegioididong
củ sạc quá tệ. ko sạc đc cho tai nghe airpod hay bất kì thiết bị gì ngoại trừ điện thoại .dây có sẵn trong cục thì sạc rất chậm có mỗi đầu type c cam thì tạm đc.,Củ sạc quá tệ. Ko sạc đc cho tai nghe airpod hay bất kì thiết bị gì ngoại trừ điện thoại .Dây có sẵn trong cục thì sạc rất chậm có mỗi đầu type C cam thì tạm đc.,NEG,0.986749113,NEG,1,thegioididong
"tối qua mua cục sạc 100 pin vẫn chưa sạc điện thoại lần nào sáng ra pin tuột còn 98 , hiện tại vẫn tuột còn 94 dù không có sạc điện thoại nhưng vẫn cứ pin","Tối qua mua cục sạc 100% pin vẫn chưa sạc điện thoại lần nào sáng ra pin tuột còn 98%, hiện tại vẫn tuột còn 94% dù không có sạc điện thoại nhưng vẫn cứ pin",NEG,0.986633778,NEG,2,thegioididong
vừa bóc hộp em nó xong hy vọng sẽ ổnnhân viên nhiệt tình và thân thiện,Vừa bóc hộp em nó xong hy vọng sẽ ổnnhân viên nhiệt tình và thân thiện,POS,0.991537333,POS,5,thegioididong
"mình xài đến nay là 9 tháng, 6 tháng thì 1 đầu ra cho iphone đã bị chập lúc có lúc không, nên mình k dùng mà dùng dây sạc riêng. giờ tới 9 tháng thì đầu sạc vào không hoạt động mình muốn liên hệ để bảo hành, mình ở bình thuận thì đến cửa hàng nào ạ","Mình xài đến nay là 9 tháng, 6 tháng thì 1 đầu ra cho iPhone đã bị chập lúc có lúc không, nên mình k dùng mà dùng dây sạc riêng. Giờ tới 9 tháng thì đầu sạc vào không hoạt động Mình muốn liên hệ để bảo hành, mình ở bình thuận thì đến cửa hàng nào ạ",NEG,0.975036681,NEG,3,thegioididong
"lúc mới mua thì tạm ổn, nhưng cỡ 6 tháng sau thì bắt đầu khó sạc đầy pin cho cục sạc dự phòng. cắm sạc 16h trong 2 ngày vẫn không đầy 100","Lúc mới mua thì tạm ổn, nhưng cỡ 6 tháng sau thì bắt đầu khó sạc đầy pin cho cục sạc dự phòng. Cắm sạc 16h trong 2 ngày vẫn không đầy 100%",NEU,0.636746228,NEG,2,thegioididong
đã mua vừa hết bảo hành là hư,Đã mua vừa hết bảo hành là hư,NEG,0.987495363,NEG,2,thegioididong
mình mới mua 3 ngày. đầu hôm còn 65 đt còn 15 cắm sạc đến sáng dt 100 cục sạc còn 28 vậy là pin mình lỗi hay bình thường,Mình mới mua 3 ngày. Đầu hôm còn 65% đt còn 15% cắm sạc đến sáng dt 100% cục sạc còn 28% vậy là pin mình lỗi hay bình thường,NEG,0.984240949,NEG,4,thegioididong
cảm ơn các bạn điện máy xanh suối cát xuân lộc đồng nai đã hỗ trợ bảo hành sản phẩm đã sữ dụng ổn định. dịp mua sắm tới nhứt định ủng hộ các ban,cảm ơn các bạn Điện máy xanh Suối Cát Xuân Lộc Đồng Nai đã hỗ trợ bảo hành sản phẩm đã sữ dụng ổn định. dịp mua sắm tới nhứt định ủng hộ các ban,POS,0.992838323,POS,4,thegioididong
"sao sạc type c không có hỗ trợ sạc nhanh nhỉ , tui sạc ip15prm , mong được hỗ trợ","Sao sạc type C không có hỗ trợ sạc nhanh nhỉ , tui sạc ip15prm , mong được hỗ trợ",NEG,0.984370887,NEG,3,thegioididong
sạc đt khá là chậm,Sạc đt khá là chậm,NEG,0.983773232,NEG,4,thegioididong
mới mua xong 750k hy vọng ổn . online chỉ 670k nhanh tay số lượng có hạn mọi người nhé,Mới mua xong 750k hy vọng ổn . Online chỉ 670k nhanh tay số lượng có hạn mọi người nhé,POS,0.956537247,POS,5,thegioididong
"sạc nhanh, pin trâu","Sạc nhanh, pin trâu",POS,0.987634301,POS,5,thegioididong
nạp điện ko vào,Nạp điện ko vào,NEG,0.937802196,NEG,2,thegioididong
cuc sạc này bảo hành bao lâu,cuc sạc này bảo hành bao lâu,POS,0.97261852,POS,3,thegioididong
"sạc dự phòng sạc mãi được 3 cục cục thứ 4 k lên, dùng 1 lần sạc đã hết pin","Sạc dự phòng sạc mãi được 3 cục cục thứ 4 k lên, dùng 1 lần sạc đã hết pin",NEG,0.987868726,NEG,2,thegioididong
em sạc được có 3 cục à bị gì vậy ạ,Em sạc được có 3 cục à bị gì vậy ạ,NEU,0.887879074,NEU,3,thegioididong
mình sạc được 3cục pin thì sạc không vào được nữa,Mình sạc được 3cục pin thì sạc không vào được nữa,NEG,0.947931588,NEG,3,thegioididong
sạc ok. mà khi nạp điện cho sạc chỉ dc 3 cục là sao ạ,Sạc ok. Mà khi nạp điện cho sạc chỉ dc 3 cục là sao ạ,NEU,0.863219559,NEU,4,thegioididong
"pin sạc được 3 nấc pin là không vào nữa , có phải bị hư không","pin sạc được 3 nấc pin là không vào nữa , có phải bị hư không",NEU,0.511754394,NEU,3,thegioididong
sạc đươc có 3 nấc pin là đứng không vào nữa,Sạc đươc có 3 nấc pin là đứng không vào nữa,NEU,0.774781764,NEU,3,thegioididong
sạc từ trưa mà đến 10g tối chỉ vô được 3 nấc pin là có bị hư gì không,sạc từ trưa mà đến 10g tối chỉ vô được 3 nấc pin là có bị hư gì không,NEU,0.887817919,NEU,3,thegioididong
có 5000mah mà ghi trên web là 10000mah mình sạc con ip đc đúng 1 lần là hết pin r,Có 5000mah mà ghi trên web là 10000mah mình sạc con ip đc đúng 1 lần là hết pin r,NEG,0.98029995,NEG,1,thegioididong
"lúc đầu giao cũ, được đổi mới lại, xử lý nhanh chóng. nhân viên nhiệt tình.","Lúc đầu giao cũ, được đổi mới lại, xử lý nhanh chóng. Nhân viên nhiệt tình.",POS,0.691901028,POS,5,thegioididong
pin sạc khi het pin chỉ sạc vô được 3 cục pin. có sạc lâu hơn nữa cũng không vào thêm. như vậy có đổi được không,pin sạc khi het pin chỉ sạc vô được 3 cục pin. có sạc lâu hơn nữa cũng không vào thêm. như vậy có đổi được không,NEG,0.969131768,NEG,3,thegioididong
"sạc nhanh, trước mắt thấy rất tốt","Sạc nhanh, trước mắt thấy rất tốt",POS,0.992867231,POS,5,thegioididong
.,.,POS,0.732176542,POS,5,thegioididong
"mới sd thấy cũng ok. sạc tương đối , tự động ngắt khi đt nóng và hết nóng sạc tiếp, hít nam châm chắc","Mới sd thấy cũng OK. Sạc tương đối , tự động ngắt khi đt nóng và hết nóng sạc tiếp, hít nam châm chắc",POS,0.864091873,POS,4,thegioididong
"mẫu mã rất đẹp,nhỏ gọn, tiện dùng. mỗi pin sạc vào hơi chậm","Mẫu mã rất đẹp,nhỏ gọn, tiện dùng. Mỗi pin sạc vào hơi chậm",POS,0.986420274,POS,3,thegioididong
sạc ổn nha ae,Sạc ổn nha ae,POS,0.991762638,POS,5,thegioididong
"mới đầu xài cũng ổn, ít dùng mà xài đc 8 tháng thì pin bị phồng.... có đc bảo hành không ạ","Mới đầu xài cũng ổn, ít dùng mà xài đc 8 tháng thì pin bị phồng.... Có đc bảo hành không ạ",NEU,0.54930073,NEU,3,thegioididong
pin bị phồng lên,Pin bị phồng lên,NEG,0.922518492,NEG,1,thegioididong
bên mình có chính sách thu gom ko ạ chứ sạc của em nó bị phồng to như sắp nổ đó ạ,Bên mình có chính sách thu gom ko ạ Chứ sạc của em nó bị phồng to như sắp nổ đó ạ,NEG,0.810138345,NEG,1,thegioididong
sạc rất tệ. mình mua sạc chưa được 10 lần thì sạc đã bị phồng như sắp nổ. thất vọng về chất lượng sản phẩm của thế giới di động.,sạc rất tệ. mình mua sạc chưa được 10 lần thì sạc đã bị phồng như sắp nổ. thất vọng về chất lượng sản phẩm của thế giới di động.,NEG,0.986770272,NEG,1,thegioididong
"em mới nhận hàng từ trưa nay, sạc hong có pin sẵn, em có đem đi sạc từ trưa đến giờ mà vẫn không pin, còn thời gian bảo hành, hong biết em đổi trả được không ạ","Em mới nhận hàng từ trưa nay, sạc hong có pin sẵn, em có đem đi sạc từ trưa đến giờ mà vẫn không pin, còn thời gian bảo hành, hong biết em đổi trả được không ạ",NEU,0.807809949,NEU,1,thegioididong
sài chưa được 2 năm thì đã bị phồng pin không đáng tiền,Sài chưa được 2 năm thì đã bị phồng pin không đáng tiền,NEG,0.988045931,NEG,2,thegioididong
mua được vài tháng là nứt vỏ và phồng.khuyến cáo ko nên mua,Mua được vài tháng là nứt vỏ và phồng.Khuyến cáo ko nên mua,NEG,0.987822115,NEG,1,thegioididong
ship nhiệt tình ạ,Ship nhiệt tình ạ,POS,0.977407753,POS,5,thegioididong
mới mua được chưa đầy 3 tháng đã bị phồng thì có được bảo hành k ạ,mới mua được chưa đầy 3 tháng đã bị phồng thì có được bảo hành k ạ,NEU,0.859941304,NEU,2,thegioididong
"tôi đã mua và sử dụng mới được 34 tháng đã bị phồng pin nhưng liên hệ để bảo hành không được, thấy không đáng giá tiền bỏ ra","Tôi đã mua và sử dụng mới được 34 tháng đã bị phồng pin nhưng liên hệ để bảo hành không được, thấy không đáng giá tiền bỏ ra",NEG,0.987491131,NEG,1,thegioididong
nhanh hư phồng pin,Nhanh hư phồng pin,NEG,0.981578112,NEG,2,thegioididong
u,U,NEG,0.969886661,NEG,5,thegioididong
nhanh phồng pin,Nhanh phồng pin,POS,0.963656306,POS,2,thegioididong
sạc phồng lên coa bảo hành dc ko shop,Sạc phồng lên coa bảo hành dc ko shop,POS,0.841259003,POS,3,thegioididong
minh mua dc 8 tháng nay pin bị nứt phồng lên có dc đổi mới k,Minh mua dc 8 tháng nay pin bị nứt phồng lên có dc đổi mới k,NEU,0.833295226,NEU,2,thegioididong
em mua và sử dụng khoảng 10 tháng mà đã bị phồng lên và nứt ra,Em mua và sử dụng khoảng 10 tháng mà đã bị phồng lên và nứt ra,NEG,0.986827016,NEG,1,thegioididong
"mới mua cục sạc này được 2 tháng và ít sử dụng, mọi khi vẫn sạc bình thường nhưng hôm nay sạc thì nó bị phù lên.","Mới mua cục sạc này được 2 tháng và ít sử dụng, mọi khi vẫn sạc bình thường nhưng hôm nay sạc thì nó bị phù lên.",NEG,0.983874202,NEG,1,thegioididong
phi dung 9 thang bi phù nứt vỏ có dk bao hanh ko a,Phi dung 9 thang bi phù nứt vỏ có dk bao hanh ko a,NEG,0.98389107,NEG,2,thegioididong
"dùng được 7 tháng, pin bị phì, nứt cả vỏ, có được bảo hành đổi mới k ạ","Dùng được 7 tháng, pin bị phì, nứt cả vỏ, có được bảo hành đổi mới k ạ",NEG,0.925787926,NEG,3,thegioididong
mua tháng 10 4 2024 xài đến nay thấy pin hơi bị phù có bảo hành hk vậy,Mua tháng 10/4/2024 xài đến nay thấy pin hơi bị phù có bảo hành hk vậy,POS,0.893795431,POS,3,thegioididong
"mua cục sạc trước bị lỗi phù, nứt. nhân viên đổi qua mẫu này ngang giá, thông số cục sạc 10.000mah nhưng sạc cho iphone se dung lượng pin chỉ hơn 1000mah nhưng không được 1 lần sạc thì cục sạc cạn pin. quá thất vọng. quá dở.","Mua cục sạc trước bị lỗi phù, nứt. Nhân viên đổi qua mẫu này ngang giá, thông số cục sạc 10.000mAh nhưng sạc cho iPhone SE dung lượng pin chỉ hơn 1000mAh nhưng không được 1 lần sạc thì cục sạc cạn pin. Quá thất vọng. Quá dở.",NEG,0.988149107,NEG,1,thegioididong
"tư vấn không rõ ràng , mua sạc dự phòng , nhưng phải sử dụng cáp sạc cũ của đầu usb , chứ k phải cáp sạc dẹp, mong nhân viên tư vấn rõ ràng giúp khách hàng","Tư vấn không rõ ràng , mua sạc dự phòng , nhưng phải sử dụng cáp sạc cũ của đầu usb , chứ k phải cáp sạc dẹp, Mong Nhân viên tư vấn rõ ràng giúp khách hàng",NEG,0.988196194,NEG,3,thegioididong
không có kèm dây xạc. xạc thì 2 ngày liền ghim xạc nhưng không đầy nổi cục dự phòng,Không có kèm dây xạc. Xạc thì 2 ngày liền ghim xạc nhưng không đầy nổi cục dự phòng,NEG,0.98512125,NEG,2,thegioididong
đổi cục thứ 2 xài được 3 ngày lại sạc không vào pin,đổi cục thứ 2 xài được 3 ngày lại sạc không vào pin,NEG,0.986423194,NEG,2,thegioididong
xài được về lâu thì chưa biết thế nào,Xài được về lâu thì chưa biết thế nào,NEU,0.886410713,NEU,5,thegioididong
"giao hàng nhanh, hàng như mẫu","Giao hàng nhanh, hàng như mẫu",POS,0.967579544,POS,5,thegioididong
đẹp mê ly dây rút tiện lợi,Đẹp mê ly dây rút tiện lợi,POS,0.99290508,POS,5,thegioididong
"sp chất lượng tốt đúng như mong đợi, tiện lợi khi di chuyển. sạc vào sạc ra rất nhanh nhiệt độ mát ổn định. cảm ơn tgdd","sp chất lượng tốt đúng như mong đợi, tiện lợi khi di chuyển. sạc vào sạc ra rất nhanh nhiệt độ mát ổn định. cảm ơn tgdd",POS,0.992926657,POS,5,thegioididong
cho là tạm ổn,Cho là tạm ổn,NEU,0.843484104,NEU,3,thegioididong
mình mới mua xong xạc ok 22ultra có sach siêu nhanhtóm lại hài lòng,Mình mới mua xong xạc ok 22ultra có sach siêu nhanhtóm lại hài lòng,POS,0.992787898,POS,5,thegioididong
xài rất ok iphone 14 promax sạc đc gần 2 lần,Xài rất ok iphone 14 promax sạc đc gần 2 lần,POS,0.99266398,POS,5,thegioididong
"mình mua tháng 9 2024, vừa rồi tháng 2 2025 bị hỏng mang ra để bảo hành mà bạn nhân viên thông báo là hết bảo hành rồi. trong khi lúc mua mình có thấy ghi là bảo hành 1 năm. không hiểu tại sao","Mình mua tháng 9/2024, vừa rồi tháng 2/2025 bị hỏng mang ra để bảo hành mà bạn nhân viên thông báo là hết bảo hành rồi. Trong khi lúc mua mình có thấy ghi là bảo hành 1 năm. Không hiểu tại sao",NEG,0.975057065,NEG,3,thegioididong
cảm ơn,Cảm ơn,POS,0.972148716,POS,4,thegioididong
"xài ổn,sạc nhanh vào pin ít nóng máy và sạc cũng không nóng","Xài ổn,sạc nhanh vào pin ít nóng máy và sạc cũng không nóng",POS,0.990869701,POS,5,thegioididong
sạc cho ip11 không hiệu quả lắm,Sạc cho ip11 không hiệu quả lắm,NEG,0.909221768,NEG,3,thegioididong
sao mà khi ghim chui vào sạc cho đầy pin thì cục nóng quá do là z hay là có vấn đề gì ko biết nữa mới mua ngày hôm qua nay sạc thấy nóng hỏi,Sao mà khi ghim chui vào sạc cho đầy pin  thì cục nóng quá do là z hay là có vấn đề gì ko biết nữa Mới mua ngày hôm qua Nay sạc thấy nóng hỏi,NEG,0.826651871,NEG,3,thegioididong
sản phẩm quá đẹp và ok,Sản phẩm quá đẹp và ok,POS,0.992930233,POS,5,thegioididong
"hàng xịn dùng rất tốt, màu xanh nhìn rất đẹp.","Hàng xịn dùng rất tốt, Màu xanh nhìn rất đẹp.",POS,0.992943227,POS,5,thegioididong
"pin xài thì tốt nhưng có đều thiết kế 2 đầu usb nên hơi bất tiện, phải chi thiết kế 1 đầu usb, 1 đầu iphone, 1 đầu tyce thì quá ok luôn","Pin xài thì tốt nhưng có đều thiết kế 2 đầu usb nên hơi bất tiện, phải chi thiết kế 1 đầu usb, 1 đầu iphone, 1 đầu tyce thì quá ok luôn",POS,0.90775162,POS,4,thegioididong
sạc dùng khá ổn trong tầm giá,sạc dùng khá ổn trong tầm giá,POS,0.902416527,POS,4,thegioididong
"sử dụng gần 1 năm vẫn nghe tốt sài bền , có rớt mấy lần nhưng vẫn ko sao , âm thanh bị delay xíu","Sử dụng gần 1 năm vẫn nghe tốt sài bền , có rớt mấy lần nhưng vẫn ko sao , âm thanh bị delay xíu",POS,0.850071609,POS,5,thegioididong
đã khắc phục được lỗi của tai nghe sau khi được hướng dẫn của kỹ thuật tgdđ. thanks,Đã khắc phục được lỗi của tai nghe sau khi được hướng dẫn của Kỹ thuật TGDĐ. Thanks,POS,0.988610923,POS,5,thegioididong
chơi game tai nghe cứ tự tăng âm lượng,Chơi game tai nghe cứ tự tăng âm lượng,POS,0.991509795,POS,5,thegioididong
shop hỗ trợ mình với ạ mình mua đc vài tháng giờ tìm kh có thiết bị có cách nào khắc phục kh ạ,Shop hỗ trợ mình với ạ mình mua đc vài tháng giờ tìm kh có thiết bị có cách nào khắc phục kh ạ,POS,0.86976546,POS,5,thegioididong
hôm qua mới nấy sạc pin không vào,Hôm qua mới nấy sạc pin không vào,NEU,0.900880396,NEU,3,thegioididong
có sách hướng dẫn dễ hiểu nhân viên phục vụ tốt.,Có sách hướng dẫn dễ hiểu nhân viên phục vụ tốt.,POS,0.969736099,POS,5,thegioididong
ko tăng giảm đc,ko tăng giảm đc,NEU,0.854152977,NEU,3,thegioididong
sao điện thoại mở bluetooth mà ko thấy tai nghe ở đâu vậy ạ. e mới vừa mua,Sao điện thoại mở Bluetooth mà ko thấy tai nghe ở đâu vậy ạ. E mới vừa mua,NEU,0.848924398,NEU,5,thegioididong
sản phẩm tệ..mua ve dung 2 ngay là bị rè rè. đổi qua nhiều lần cũng bị,sản phẩm tệ..mua ve dung 2 ngay là bị rè rè. đổi qua nhiều lần cũng bị,NEG,0.984326065,NEG,1,thegioididong
bị tách ra làm 2 thiết bị,Bị tách ra làm 2 thiết bị,NEG,0.925791502,NEG,1,thegioididong
"tai nghe dùng tốt, nhưng tôi mới mua hơn 1 tháng bị lỗi k kết nối đc, máy không hoạt động đc. phải kích sạc pin mới đc, không dùng để tầm nửa ngày là bị vậy, lỗi này phải làm sao đây ạ","Tai nghe dùng tốt, nhưng tôi mới mua hơn 1 tháng bị lỗi k kết nối đc, máy không hoạt động đc. Phải kích sạc pin mới đc, không dùng để tầm nửa ngày là bị vậy, lỗi này phải làm sao đây ạ",NEG,0.95904088,NEG,3,thegioididong
không biết cho tăng âm lượng,Không biết cho tăng âm lượng,NEU,0.876192391,NEU,5,thegioididong
"mới dùng được mấy ngày giờ kg nghe dc bên trái, kg biết có cho đổi cái khác kg admin","Mới dùng được mấy ngày giờ kg nghe dc bên trái, kg biết có cho đổi cái khác kg admin",NEG,0.976444602,NEG,4,thegioididong
"mua được 2 tuần tai nghe bị tách làm 2 thiết bị, xin cách sửa","Mua được 2 tuần tai nghe bị tách làm 2 thiết bị, xin cách sửa",NEG,0.957258463,NEG,1,thegioididong
"dùng khá ooke từ lúc mua, hiện tại tai nghe bên phải bị hỏng pin sụt từ 100 xuống 10 và hết trong vòng vài phút. muốn đc bảo hành.","Dùng khá ooke từ lúc mua, hiện tại tai nghe bên phải bị hỏng pin sụt từ 100% xuống 10% và hết trong vòng vài phút. Muốn đc bảo hành.",POS,0.812973857,POS,4,thegioididong
mình mua cách đây gần 1 năm rồi. tai nghe nghe ổn. pin trâu. vừa rồi 1 cái tai nghe bị tuột pin nhanh. mình đọc được bình luận trên này bảo đổi được nên mình đưa ra tgdd gần nhất và đã đổi. nhân viên tư vấn nhiệt tình và khá ưng bảo hành ở đây,Mình mua cách đây gần 1 năm rồi. Tai nghe nghe ổn. Pin trâu. Vừa rồi 1 cái tai nghe bị tuột pin nhanh. Mình đọc được bình luận trên này bảo đổi được nên mình đưa ra tgdd gần nhất và đã đổi. Nhân viên tư vấn nhiệt tình và khá ưng bảo hành ở đây,POS,0.98466742,POS,5,thegioididong
xxxx597006 tai nge mau hết pin quá so với lúc mới mua sài được tấm 4h giờ chưa được 1h nữa là báo hết pin rồi . sp nầy còn được bảo hành k,xxxx597006 tai nge mau hết pin quá so với lúc mới mua sài được tấm 4h giờ chưa được 1h nữa là báo hết pin rồi . sp nầy còn được bảo hành k,NEG,0.78563261,NEG,3,thegioididong
tai nghe cực ổn trong tầm giá. mua 6 7 cái rồi. có tai mua từ 1.2025 mà pin bị tụt nhanh 1 bên. tính ra mua cái khác mà đọc được bình luận phía trên là có thể mang đổi. thế là tối qua mang ra đổi thử thì thủ tục nhanh gọn và manh tai mới 100 về dùng. cực kỳ hài lòng,Tai nghe cực ổn trong tầm giá. Mua 6 7 cái rồi. Có tai mua từ 1.2025 mà pin bị tụt nhanh 1 bên. Tính ra mua cái khác mà đọc được bình luận phía trên là có thể mang đổi. Thế là tối qua mang ra đổi thử thì thủ tục nhanh gọn và manh tai mới 100% về dùng. Cực kỳ hài lòng,POS,0.927935958,POS,5,thegioididong
chả biết sao mới mua về nó cứ bị kết nối chật chờn,Chả biết sao mới mua về nó cứ bị kết nối chật chờn,POS,0.741265893,POS,1,thegioididong
mua cũng dc khá thời gian sài lúc mua về ngon lành. sạc dc 1 lần lần sau k vô bỏ tới giờ. cũng hơn nữa năm pin tụt nhanh hơn tụt quần,Mua cũng dc khá thời gian sài lúc mua về ngon lành. Sạc dc 1 lần lần sau k vô bỏ tới giờ. Cũng hơn nữa năm pin tụt nhanh hơn tụt quần,NEG,0.984220982,NEG,1,thegioididong
mua dc nửa năm 2 cái cục tai nghe bị chai bin nghe dc 30p mặc dù trong app là hiện từ 100 pin,Mua dc nửa năm 2 cái cục tai nghe bị chai bin nghe dc 30p mặc dù trong app là hiện từ 100%pin,NEG,0.97910589,NEG,2,thegioididong
tai nghe ổn định sử dụng đc vài tháng thấy nhanh hết pin và tai nghe bên phải ko nhận sạc và hộp sạc lúc nhận lúc ko,Tai nghe ổn định sử dụng đc vài tháng thấy nhanh hết pin và tai nghe bên phải ko nhận sạc và hộp sạc lúc nhận lúc ko,NEU,0.826944351,NEU,4,thegioididong
"lúc đầu dùng ok , mấy tháng sau tụt pin k phanh","lúc đầu dùng ok , mấy tháng sau tụt pin k phanh",NEG,0.877820313,NEG,1,thegioididong
"mới xài dc 4 tháng, lấy tai nghe khỏi hộp là tụt 10 nghe chưa hết bài nhạc tụt thêm 50 , sp quá tệ","Mới xài dc 4 tháng, lấy tai nghe khỏi hộp là tụt 10% nghe chưa hết bài nhạc tụt thêm 50%, sp quá tệ",NEG,0.987389803,NEG,1,thegioididong
tai nghe xài một thời gian bị lỗi pin và chất lượng âm thanh nghe không rõ ràng.,Tai nghe xài một thời gian bị lỗi pin và chất lượng âm thanh nghe không rõ ràng.,NEG,0.988006651,NEG,1,thegioididong
mình mới mua được 1 tháng mà hiện tại mất kết nối bluetooth mà thử nhiều máy mới khác đều ko kết nối đc do tai nghe ko phát ra được bluetooth để bắt,mình mới mua được 1 tháng mà hiện tại mất kết nối bluetooth mà thử nhiều máy mới khác đều ko kết nối đc do tai nghe ko phát ra được bluetooth để bắt,NEG,0.891462147,NEG,3,thegioididong
tai nghe bị tuột pin bên trái dù mới sạc đầy và chưa sd. mới mua nghe ổn mà giờ nghe mau tụt pin dù mới nghe 15. có chính sách hỗ trợ gì k,tai nghe bị tuột pin bên trái dù mới sạc đầy và chưa sd. mới mua nghe ổn mà giờ nghe mau tụt pin dù mới nghe 15. có chính sách hỗ trợ gì k,NEG,0.922863603,NEG,3,thegioididong
"sử dụng đc khoảng 7tháng, pin tụt rất nhanh, k tự sạc đầy tai nghe, nghe chỉ được khoảng 1h","Sử dụng đc khoảng 7tháng, pin tụt rất nhanh, k tự sạc đầy tai nghe, nghe chỉ được khoảng 1h",NEU,0.754463136,NEU,3,thegioididong
"tai nghe mua được 6 tháng thì có dấu hiệu chai pin, tai bên trái cứ tụt pin liên tục mặc dù mình không kết nối và sữ dụng, sạc đầy xong lấy ra sử dung vẫn bị tụt, không biết do lỗi phần cứng hay phần mềm,","Tai nghe mua được 6 tháng thì có dấu hiệu chai pin, tai bên trái cứ tụt pin liên tục mặc dù mình không kết nối và sữ dụng, sạc đầy xong lấy ra sử dung vẫn bị tụt, không biết do lỗi phần cứng hay phần mềm,",NEG,0.987094343,NEG,2,thegioididong
reset để kết nối với điện thoại khác như thế nào vậy,Reset để kết nối với điện thoại khác như thế nào vậy,NEU,0.76781702,NEU,3,thegioididong
